1, 1, 1, 1, 1, 1, 2, 2, 12, 1, 2, 2, 15, 37, 1, 1, 1, 1, 12, 72, 3, 4, 101, 1, 53, 9, 281, 1, 1, 347, 11, 9, 9, 14, 323, 29, 60, 8, 1, 21, 84, 2, 74, 57, 300, 73, 492, 254, 96, 36, 
1, 1, 1, 1, 6, 3, 17, 1, 3, 1, 2, 2, 1, 1, 65, 88, 1, 3, 5, 6, 8, 91, 1, 1, 32, 30, 139, 150, 6, 1, 1, 16, 69, 162, 92, 1, 1, 5, 293, 28, 38, 89, 329, 1, 302, 622, 534, 623, 120, 116, 
1, 1, 1, 1, 2, 4, 3, 3, 16, 1, 11, 1, 1, 3, 1, 4, 3, 4, 16, 1, 16, 1, 6, 13, 118, 84, 8, 1, 7, 135, 98, 19, 20, 186, 1, 43, 132, 90, 6, 120, 59, 216, 11, 48, 1, 212, 67, 247, 255, 131, 
1, 1, 2, 1, 5, 1, 7, 2, 1, 1, 1, 3, 33, 7, 1, 18, 2, 1, 3, 7, 1, 1, 1, 26, 12, 1, 20, 16, 274, 106, 16, 222, 2, 76, 1, 259, 214, 1, 2, 10, 227, 81, 57, 322, 252, 173, 1, 404, 6, 116, 
1, 1, 1, 1, 1, 9, 4, 1, 3, 1, 1, 58, 3, 11, 5, 41, 1, 56, 2, 2, 70, 7, 1, 16, 1, 16, 34, 12, 54, 108, 32, 104, 15, 107, 7, 213, 5, 125, 61, 4, 136, 2, 475, 16, 281, 240, 44, 597, 145, 327, 
1, 1, 1, 1, 1, 2, 2, 3, 3, 9, 3, 1, 2, 16, 17, 30, 42, 1, 28, 1, 1, 6, 28, 35, 13, 87, 95, 74, 1, 26, 19, 85, 1, 185, 45, 5, 241, 21, 157, 74, 85, 22, 8, 20, 400, 1, 2, 27, 426, 348, 
1, 1, 1, 1, 1, 1, 1, 1, 15, 24, 1, 5, 3, 2, 1, 31, 51, 2, 5, 19, 1, 142, 119, 84, 70, 3, 141, 21, 1, 40, 358, 1, 12, 199, 1, 3, 304, 1, 51, 1, 5, 250, 5, 112, 1, 24, 71, 468, 2, 141, 
1, 1, 1, 1, 1, 1, 1, 4, 6, 3, 15, 1, 17, 1, 8, 8, 1, 2, 33, 48, 1, 31, 11, 16, 79, 176, 17, 172, 38, 1, 3, 5, 1, 31, 96, 2, 27, 19, 2, 2, 56, 242, 1, 11, 195, 198, 1, 553, 1, 92, 
1, 1, 1, 1, 6, 1, 1, 1, 1, 20, 1, 8, 4, 1, 38, 2, 1, 2, 7, 2, 15, 1, 8, 35, 121, 5, 3, 77, 216, 10, 1, 53, 99, 176, 16, 1, 59, 2, 46, 564, 152, 14, 661, 354, 88, 62, 161, 431, 56, 1, 
1, 1, 1, 1, 1, 1, 8, 1, 1, 2, 27, 27, 1, 1, 1, 2, 1, 1, 1, 11, 1, 179, 13, 3, 20, 2, 6, 8, 92, 73, 4, 85, 18, 3, 80, 52, 1, 293, 181, 69, 171, 12, 3, 1, 1, 21, 364, 34, 81, 34, 
1, 1, 1, 1, 1, 1, 6, 18, 1, 1, 21, 2, 1, 61, 3, 2, 30, 50, 91, 67, 7, 1, 91, 15, 3, 6, 123, 34, 5, 26, 153, 32, 1, 210, 60, 75, 1, 23, 93, 199, 2, 41, 986, 42, 3, 35, 429, 22, 43, 26, 
1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 19, 1, 1, 17, 14, 6, 9, 1, 218, 27, 9, 1, 59, 1, 23, 241, 1, 365, 21, 152, 195, 47, 1, 17, 255, 67, 1, 74, 156, 35, 4, 38, 150, 896, 48, 497, 496, 133, 702, 203, 
1, 1, 1, 3, 2, 1, 2, 4, 22, 6, 10, 1, 2, 36, 13, 16, 1, 1, 58, 3, 6, 2, 1, 26, 2, 9, 159, 2, 1, 4, 39, 119, 21, 1, 339, 5, 28, 3, 490, 6, 1, 293, 33, 1, 158, 293, 339, 8, 6, 35, 
1, 1, 1, 1, 1, 1, 1, 5, 1, 2, 11, 1, 5, 1, 1, 43, 105, 27, 2, 87, 1, 7, 12, 30, 2, 24, 28, 97, 1, 3, 24, 79, 1, 68, 9, 69, 9, 4, 406, 140, 10, 94, 21, 75, 150, 294, 4, 658, 389, 9, 
1, 1, 1, 1, 1, 1, 1, 4, 11, 1, 18, 2, 1, 5, 1, 13, 6, 4, 3, 26, 2, 69, 50, 23, 13, 122, 1, 6, 1, 39, 8, 57, 26, 98, 69, 158, 143, 91, 58, 40, 40, 257, 321, 278, 397, 596, 32, 54, 7, 1007, 
